DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1302.5628,4807.2441,4807244.0,nan,9.803,9.803,140.877,0.0,nan,60.9048,0.6694,0.6921,0.9074,1302.5627,0.4845,nan,nan,0.0287,0.0287,15771.7979,2.2219,0.6694,0.4482,57.2803,1.0,1.0,-1226.5627,78.007,0.0287,nan
1302.5908,4798.2769,4799107.0,nan,9.8062,9.8062,141.0695,0.0,nan,61.4344,0.674,0.6946,0.9063,1302.5907,0.4893,nan,nan,0.0279,0.0279,15745.1025,2.2208,0.674,0.4543,57.2773,1.0,1.0,-1226.5907,78.63,0.0279,nan
1302.7152,4762.9565,4762956.5,nan,9.8279,9.8279,141.925,0.0,nan,63.3978,0.7007,0.7144,0.896,1302.7152,0.5214,nan,nan,0.0236,0.0236,15626.498,2.2178,0.7007,0.4912,57.2048,1.0,1.0,-1226.7152,81.8771,0.0236,nan
1302.7432,4757.2119,4758250.5,nan,9.8327,9.8327,142.0534,0.0,nan,63.8397,0.7067,0.7188,0.8937,1302.7432,0.5286,nan,nan,0.0227,0.0227,15611.0586,2.2171,0.7067,0.4995,57.1885,1.0,1.0,-1226.7432,82.608,0.0227,nan
1302.8676,4737.3428,4737343.0,nan,9.8481,9.8481,142.624,0.0,nan,65.3657,0.7318,0.7453,0.8903,1302.8676,0.5614,nan,nan,0.0225,0.0225,15542.4639,2.2167,0.7318,0.5357,57.0852,1.0,1.0,-1226.8676,82.7835,0.0225,nan
1302.8956,4742.1943,4742784.5,nan,9.8516,9.8516,142.4724,0.0,nan,65.7092,0.7375,0.7513,0.8895,1302.8955,0.5687,nan,nan,0.0224,0.0224,15560.3174,2.2166,0.7375,0.5438,57.062,1.0,1.0,-1226.8955,82.823,0.0224,nan
1303.02,4766.9614,4766961.0,nan,9.8646,9.8646,141.799,0.0,nan,65.6176,0.7561,0.7785,0.9133,1303.02,0.5931,nan,nan,0.0224,0.0224,15639.6367,2.2177,0.7561,0.5718,56.9416,1.0,1.0,-1227.02,82.823,0.0224,nan
1303.048,4778.5801,4778578.0,nan,9.8675,9.8675,141.4692,0.0,nan,65.5969,0.7603,0.7846,0.9186,1303.048,0.5986,nan,nan,0.0224,0.0224,15677.75,2.2179,0.7603,0.5781,56.9144,1.0,1.0,-1227.048,82.823,0.0224,nan
1303.1724,4830.1899,4830190.0,nan,9.8731,9.8731,140.004,0.0,nan,64.1408,0.7731,0.8064,0.9491,1303.1724,0.6128,nan,nan,0.0224,0.0224,15847.0801,2.2187,0.7731,0.5978,56.8126,1.0,1.0,-1227.1724,82.823,0.0224,nan
1303.2004,4839.1172,4838116.0,nan,9.8743,9.8743,139.7561,0.0,nan,63.813,0.776,0.8113,0.956,1303.2003,0.6159,nan,nan,0.0224,0.0224,15873.084,2.2188,0.776,0.6022,56.7897,1.0,1.0,-1227.2003,82.823,0.0224,nan
1303.3248,4873.3306,4873330.5,nan,9.8769,9.8769,138.655,0.0,nan,62.5456,0.787,0.8245,0.9804,1303.3248,0.6243,nan,nan,0.0224,0.0224,15988.6182,2.2169,0.787,0.6195,56.6991,1.0,1.0,-1227.3248,82.823,0.0224,nan
1303.3528,4874.6943,4873120.0,nan,9.8775,9.8775,138.5892,0.0,nan,62.2603,0.7895,0.8275,0.9859,1303.3528,0.6262,nan,nan,0.0224,0.0224,15987.9277,2.2165,0.7895,0.6233,56.6787,1.0,1.0,-1227.3528,82.823,0.0224,nan
1303.4772,4872.1855,4872185.5,nan,9.8877,9.8877,138.297,0.0,nan,61.9757,0.8012,0.8336,0.9918,1303.4772,0.6288,nan,nan,0.0224,0.0224,15984.8613,2.2107,0.8012,0.642,56.6096,1.0,1.0,-1227.4772,82.823,0.0224,nan
1303.5052,4866.0508,4864603.5,nan,9.89,9.89,138.3894,0.0,nan,61.9117,0.8038,0.835,0.9931,1303.5051,0.6293,nan,nan,0.0224,0.0224,15959.9854,2.2094,0.8038,0.6462,56.594,1.0,1.0,-1227.5051,82.823,0.0224,nan
1303.6296,4830.917,4830917.0,nan,9.8933,9.8933,138.8,0.0,nan,62.4257,0.8152,0.8362,0.9841,1303.6296,0.6237,nan,nan,0.0224,0.0224,15849.4658,2.1999,0.8152,0.6646,56.5652,1.0,1.0,-1227.6296,82.823,0.0224,nan
1303.6576,4817.7803,4817027.0,nan,9.8941,9.8941,139.044,0.0,nan,62.5414,0.8178,0.8364,0.9821,1303.6576,0.6225,nan,nan,0.0224,0.0224,15803.8955,2.1978,0.8178,0.6687,56.5587,1.0,1.0,-1227.6576,82.823,0.0224,nan
1303.782,4755.3164,4755316.5,nan,9.8925,9.8925,140.128,0.0,nan,63.4441,0.8261,0.8348,0.971,1303.782,0.6107,nan,nan,0.0224,0.0224,15601.4316,2.1862,0.8261,0.6825,56.5809,1.0,1.0,-1227.782,82.823,0.0224,nan
1303.81,4740.4404,4740939.0,nan,9.8921,9.8921,140.4001,0.0,nan,63.6473,0.828,0.8345,0.9685,1303.8099,0.608,nan,nan,0.0224,0.0224,15554.2607,2.1836,0.828,0.6856,56.5859,1.0,1.0,-1227.8099,82.823,0.0224,nan
1303.9344,4677.0605,4677060.5,nan,9.891,9.891,141.609,0.0,nan,64.3761,0.8312,0.8314,0.9595,1303.9344,0.595,nan,nan,0.0224,0.0224,15344.6875,2.1729,0.8312,0.6909,56.6543,1.0,1.0,-1227.9344,82.823,0.0224,nan
1303.9624,4663.5962,4666205.0,nan,9.8907,9.8907,141.8613,0.0,nan,64.5401,0.832,0.8307,0.9575,1303.9624,0.592,nan,nan,0.0224,0.0224,15309.0723,2.1706,0.832,0.6922,56.6698,1.0,1.0,-1227.9624,82.823,0.0224,nan
1304.0868,4617.9761,4617976.5,nan,9.8816,9.8816,142.982,0.0,nan,64.4232,0.8303,0.8276,0.9519,1304.0868,0.5801,nan,nan,0.0224,0.0224,15150.8408,2.1663,0.8303,0.6893,56.771,1.0,1.0,-1228.0868,82.823,0.0224,nan
1304.1148,4607.8535,4611599.0,nan,9.8796,9.8796,143.2328,0.0,nan,64.3969,0.8299,0.8269,0.9507,1304.1147,0.5774,nan,nan,0.0224,0.0224,15129.917,2.1653,0.8299,0.6887,56.7937,1.0,1.0,-1228.1147,82.823,0.0224,nan
1304.2392,4583.2646,4583264.5,nan,9.8592,9.8592,144.347,0.0,nan,64.081,0.8254,0.8244,0.9508,1304.2393,0.5661,nan,nan,0.0224,0.0224,15036.957,2.1705,0.8254,0.6813,56.9228,1.0,1.0,-1228.2393,82.823,0.0224,nan
1304.2672,4580.0928,4583344.0,nan,9.8546,9.8546,144.5248,0.0,nan,64.0099,0.8244,0.8238,0.9508,1304.2672,0.5635,nan,nan,0.0224,0.0224,15037.2168,2.1717,0.8244,0.6796,56.9518,1.0,1.0,-1228.2672,82.823,0.0224,nan
1304.3916,4583.6958,4583696.0,nan,9.8388,9.8388,145.315,0.0,nan,63.1033,0.8195,0.822,0.9534,1304.3916,0.5511,nan,nan,0.0224,0.0224,15038.3721,2.1853,0.8195,0.6717,57.0688,1.0,1.0,-1228.3916,82.8157,0.0224,nan
1304.4196,4588.8936,4589415.5,nan,9.8352,9.8352,145.3536,0.0,nan,62.8992,0.8185,0.8216,0.954,1304.4196,0.5483,nan,nan,0.0224,0.0224,15057.1367,2.1884,0.8185,0.6699,57.0951,1.0,1.0,-1228.4196,82.814,0.0224,nan
1304.544,4614.8262,4614826.0,nan,9.8322,9.8322,145.525,0.0,nan,62.357,0.8151,0.8206,0.952,1304.5439,0.5366,nan,nan,0.0226,0.0226,15140.5049,2.2033,0.8151,0.6644,57.175,1.0,1.0,-1228.5439,82.6614,0.0226,nan
1304.572,4623.8818,4620924.0,nan,9.8315,9.8315,145.462,0.0,nan,62.2349,0.8144,0.8203,0.9515,1304.5719,0.5339,nan,nan,0.0227,0.0227,15160.5117,2.2067,0.8144,0.6632,57.193,1.0,1.0,-1228.5719,82.627,0.0227,nan
1304.6964,4648.0171,4648017.0,nan,9.8585,9.8585,145.182,0.0,nan,62.0507,0.8134,0.8204,0.9505,1304.6964,0.5312,nan,nan,0.0232,0.0232,15249.3994,2.2139,0.8134,0.6616,57.2278,1.0,1.0,-1228.6964,82.2213,0.0232,nan
1304.7244,4655.8491,4650806.0,nan,9.8646,9.8646,145.0446,0.0,nan,62.0092,0.8132,0.8204,0.9502,1304.7244,0.5305,nan,nan,0.0233,0.0233,15258.5498,2.2156,0.8132,0.6613,57.2356,1.0,1.0,-1228.7244,82.13,0.0233,nan
1304.8488,4663.1982,4663198.0,nan,9.8977,9.8977,144.434,0.0,nan,63.5909,0.8144,0.822,0.9532,1304.8488,0.5443,nan,nan,0.0226,0.0226,15299.2061,2.2097,0.8144,0.6633,57.2151,1.0,1.0,-1228.8488,82.6957,0.0226,nan
1304.8768,4663.5542,4659985.0,nan,9.9051,9.9051,144.337,0.0,nan,63.9469,0.8147,0.8224,0.9538,1304.8767,0.5474,nan,nan,0.0224,0.0224,15288.6641,2.2084,0.8147,0.6638,57.2104,1.0,1.0,-1228.8767,82.823,0.0224,nan
1305.0012,4645.709,4645709.0,nan,9.9448,9.9448,143.906,0.0,nan,65.6594,0.8173,0.8257,0.9549,1305.0012,0.5769,nan,nan,0.0224,0.0224,15241.8281,2.1934,0.8173,0.668,57.1427,1.0,1.0,-1229.0012,82.823,0.0224,nan
1305.0292,4638.8276,4638240.5,nan,9.9538,9.9538,143.8974,0.0,nan,66.0448,0.8179,0.8265,0.9551,1305.0292,0.5835,nan,nan,0.0224,0.0224,15217.3262,2.19,0.8179,0.6689,57.1275,1.0,1.0,-1229.0292,82.823,0.0224,nan
1305.1536,4605.0601,4605060.0,nan,9.9968,9.9968,143.859,0.0,nan,67.2937,0.8208,0.8309,0.9587,1305.1536,0.6158,nan,nan,0.0224,0.0224,15108.4658,2.1735,0.8208,0.6737,57.0311,1.0,1.0,-1229.1536,82.823,0.0224,nan
1305.1816,4595.1094,4596676.5,nan,10.0065,10.0065,143.9239,0.0,nan,67.5748,0.8214,0.8319,0.9595,1305.1815,0.6231,nan,nan,0.0224,0.0224,15080.96,2.1698,0.8214,0.6747,57.0094,1.0,1.0,-1229.1815,82.823,0.0224,nan
1305.306,4559.4287,4559428.5,nan,10.0299,10.0299,144.212,0.0,nan,67.6859,0.8243,0.8359,0.9665,1305.306,0.6384,nan,nan,0.0224,0.0224,14958.7549,2.1572,0.8243,0.6795,56.8757,1.0,1.0,-1229.306,82.823,0.0224,nan
1305.334,4552.043,4554262.0,nan,10.0352,10.0352,144.257,0.0,nan,67.7109,0.825,0.8368,0.9681,1305.334,0.6418,nan,nan,0.0224,0.0224,14941.8047,2.1544,0.825,0.6806,56.8456,1.0,1.0,-1229.334,82.823,0.0224,nan
1305.4584,4531.3086,4531308.5,nan,10.0288,10.0288,144.457,0.0,nan,66.7158,0.8279,0.8399,0.9693,1305.4584,0.6264,nan,nan,0.0224,0.0224,14866.498,2.1476,0.8279,0.6854,56.6967,1.0,1.0,-1229.4584,82.823,0.0224,nan
1305.4864,4530.3013,4533104.0,nan,10.0274,10.0274,144.3855,0.0,nan,66.4918,0.8286,0.8406,0.9695,1305.4863,0.6229,nan,nan,0.0224,0.0224,14872.3887,2.146,0.8286,0.6865,56.6632,1.0,1.0,-1229.4863,82.823,0.0224,nan
1305.6108,4541.0801,4541080.0,nan,10.0163,10.0163,144.068,0.0,nan,64.3241,0.8312,0.8437,0.9663,1305.6108,0.5937,nan,nan,0.0224,0.0224,14898.5576,2.1464,0.8312,0.6909,56.5383,1.0,1.0,-1229.6108,82.823,0.0224,nan
1305.6388,4544.7832,4548310.0,nan,10.0139,10.0139,143.9563,0.0,nan,63.8362,0.8318,0.8445,0.9655,1305.6388,0.5871,nan,nan,0.0224,0.0224,14922.2783,2.1465,0.8318,0.6919,56.5102,1.0,1.0,-1229.6388,82.823,0.0224,nan
1305.7632,4580.4326,4580432.5,nan,9.9935,9.9935,143.46,0.0,nan,61.1021,0.833,0.8485,0.9698,1305.7632,0.5707,nan,nan,0.0224,0.0224,15027.666,2.1559,0.833,0.6938,56.4091,1.0,1.0,-1229.7632,82.823,0.0224,nan
1305.7912,4589.1313,4592613.0,nan,9.9889,9.9889,143.3283,0.0,nan,60.4867,0.8332,0.8494,0.9708,1305.7911,0.567,nan,nan,0.0224,0.0224,15067.6279,2.158,0.8332,0.6943,56.3864,1.0,1.0,-1229.7911,82.823,0.0224,nan
1305.9156,4646.7295,4646729.5,nan,9.9707,9.9707,142.743,0.0,nan,57.9013,0.8321,0.8526,0.9872,1305.9156,0.573,nan,nan,0.0224,0.0224,15245.1748,2.1761,0.8321,0.6924,56.3311,1.0,1.0,-1229.9156,82.823,0.0224,nan
1305.9436,4656.7949,4657760.5,nan,9.9666,9.9666,142.702,0.0,nan,57.3194,0.8318,0.8533,0.9909,1305.9436,0.5744,nan,nan,0.0224,0.0224,15281.3662,2.1802,0.8318,0.6919,56.3186,1.0,1.0,-1229.9436,82.823,0.0224,nan
1306.068,4706.7695,4706769.5,nan,9.954,9.954,142.52,0.0,nan,56.6646,0.8285,0.8521,0.9953,1306.068,0.5933,nan,nan,0.0224,0.0224,15442.1582,2.2008,0.8285,0.6865,56.3224,1.0,1.0,-1230.068,82.823,0.0224,nan
1306.096,4716.9351,4713305.5,nan,9.9512,9.9512,142.5123,0.0,nan,56.5172,0.8278,0.8519,0.9963,1306.0959,0.5975,nan,nan,0.0224,0.0224,15463.6006,2.2055,0.8278,0.6852,56.3233,1.0,1.0,-1230.0959,82.823,0.0224,nan
1306.2204,4742.3433,4742343.0,nan,9.9282,9.9282,142.478,0.0,nan,58.2126,0.8243,0.8454,0.9963,1306.2205,0.6178,nan,nan,0.0224,0.0224,15558.8682,2.2168,0.8243,0.6795,56.3656,1.0,1.0,-1230.2205,82.823,0.0224,nan
1306.2484,4745.3706,4738847.0,nan,9.9231,9.9231,142.5511,0.0,nan,58.5942,0.8235,0.8439,0.9962,1306.2484,0.6224,nan,nan,0.0224,0.0224,15547.3975,2.2194,0.8235,0.6782,56.3751,1.0,1.0,-1230.2484,82.823,0.0224,nan
1306.3728,4723.3135,4723313.5,nan,9.9076,9.9076,142.876,0.0,nan,61.6439,0.8221,0.8347,0.9934,1306.3728,0.6341,nan,nan,0.0224,0.0224,15496.4355,2.2141,0.8221,0.6758,56.4524,1.0,1.0,-1230.3728,82.823,0.0224,nan
1306.4008,4720.9355,4716132.0,nan,9.9041,9.9041,142.8712,0.0,nan,62.3303,0.8217,0.8327,0.9928,1306.4008,0.6367,nan,nan,0.0224,0.0224,15472.874,2.2129,0.8217,0.6752,56.4698,1.0,1.0,-1230.4008,82.823,0.0224,nan
1306.5252,4684.2251,4684225.0,nan,9.8968,9.8968,142.85,0.0,nan,64.3026,0.8226,0.826,0.9822,1306.5251,0.6374,nan,nan,0.0224,0.0224,15368.1924,2.1953,0.8226,0.6767,56.5582,1.0,1.0,-1230.5251,82.823,0.0224,nan
1306.5532,4676.9048,4676151.0,nan,9.8952,9.8952,142.8164,0.0,nan,64.7465,0.8228,0.8244,0.9799,1306.5531,0.6375,nan,nan,0.0224,0.0224,15341.7031,2.1914,0.8228,0.6771,56.578,1.0,1.0,-1230.5531,82.823,0.0224,nan
1306.6776,4640.2798,4640279.5,nan,9.8889,9.8889,142.667,0.0,nan,64.6553,0.8245,0.8237,0.9621,1306.6776,0.6259,nan,nan,0.0224,0.0224,15224.0146,2.172,0.8245,0.6799,56.6814,1.0,1.0,-1230.6776,82.823,0.0224,nan
1306.7056,4634.479,4637271.0,nan,9.8875,9.8875,142.5579,0.0,nan,64.6347,0.8249,0.8235,0.9581,1306.7056,0.6233,nan,nan,0.0224,0.0224,15214.1445,2.1676,0.8249,0.6805,56.7047,1.0,1.0,-1230.7056,82.823,0.0224,nan
1306.83,4623.9048,4623904.5,nan,9.8839,9.8839,142.073,0.0,nan,63.2595,0.8264,0.8279,0.9649,1306.83,0.6024,nan,nan,0.0224,0.0224,15170.291,2.1553,0.8264,0.6829,56.7984,1.0,1.0,-1230.83,82.823,0.0224,nan
1306.858,4617.6777,4621526.5,nan,9.883,9.883,142.0818,0.0,nan,62.95,0.8267,0.8289,0.9664,1306.8579,0.5977,nan,nan,0.0224,0.0224,15162.4883,2.1525,0.8267,0.6834,56.8195,1.0,1.0,-1230.8579,82.823,0.0224,nan
1306.9824,4610.9609,4610960.5,nan,9.9016,9.9016,142.121,0.0,nan,62.0341,0.8285,0.8356,0.9826,1306.9824,0.5754,nan,nan,0.0224,0.0224,15127.8242,2.15,0.8285,0.6865,56.8953,1.0,1.0,-1230.9824,82.823,0.0224,nan
1307.0104,4609.7588,4612624.5,nan,9.9057,9.9057,142.1203,0.0,nan,61.8279,0.8289,0.8371,0.9863,1307.0104,0.5704,nan,nan,0.0224,0.0224,15133.2842,2.1494,0.8289,0.6872,56.9124,1.0,1.0,-1231.0104,82.823,0.0224,nan
1307.1348,4620.0186,4620018.5,nan,9.9223,9.9223,142.117,0.0,nan,61.1936,0.8332,0.8444,0.9948,1307.1348,0.5585,nan,nan,0.0224,0.0224,15157.541,2.1541,0.8332,0.6942,56.9577,1.0,1.0,-1231.1348,82.823,0.0224,nan
1307.1628,4622.6689,4624336.5,nan,9.926,9.926,142.1058,0.0,nan,61.0508,0.8342,0.8461,0.9967,1307.1627,0.5558,nan,nan,0.0224,0.0224,15171.707,2.1552,0.8342,0.6958,56.9679,1.0,1.0,-1231.1627,82.823,0.0224,nan
1307.2872,4643.5195,4643519.5,nan,9.932,9.932,142.056,0.0,nan,61.0796,0.8425,0.8551,1.0073,1307.2872,0.5602,nan,nan,0.0224,0.0224,15234.6445,2.1642,0.8425,0.7099,56.9687,1.0,1.0,-1231.2872,82.823,0.0224,nan
